"customer_id","customer_name","invoice_date","previous_invoice_date","time_diff_from_last_invoice"
2,"Leonie Köhler","2024-07-13 00:00:00","2023-11-23 00:00:00","{""days"":233}"
3,"François Tremblay","2025-09-20 00:00:00","2025-01-30 00:00:00","{""days"":233}"
4,"Bjørn Hansen","2021-11-25 00:00:00","2021-04-06 00:00:00","{""days"":233}"
5,"František Wichterlová","2023-02-02 00:00:00","2022-06-14 00:00:00","{""days"":233}"
6,"Helena Holý","2024-04-11 00:00:00","2023-08-22 00:00:00","{""days"":233}"
7,"Astrid Gruber","2025-06-19 00:00:00","2024-10-29 00:00:00","{""days"":233}"
8,"Daan Peeters","2021-08-24 00:00:00","2021-01-03 00:00:00","{""days"":233}"
9,"Kara Nielsen","2022-11-01 00:00:00","2022-03-13 00:00:00","{""days"":233}"
10,"Eduardo Martins","2024-01-09 00:00:00","2023-05-21 00:00:00","{""days"":233}"
11,"Alexandre Rocha","2025-03-18 00:00:00","2024-07-28 00:00:00","{""days"":233}"
13,"Fernanda Ramos","2022-07-31 00:00:00","2021-12-10 00:00:00","{""days"":233}"
14,"Mark Philips","2023-10-08 00:00:00","2023-02-17 00:00:00","{""days"":233}"
15,"Jennifer Peterson","2024-12-15 00:00:00","2024-04-26 00:00:00","{""days"":233}"
17,"Jack Smith","2022-04-29 00:00:00","2021-09-08 00:00:00","{""days"":233}"
18,"Michelle Brooks","2023-07-07 00:00:00","2022-11-16 00:00:00","{""days"":233}"
19,"Tim Goyer","2024-09-13 00:00:00","2024-01-24 00:00:00","{""days"":233}"
20,"Dan Miller","2025-11-21 00:00:00","2025-04-02 00:00:00","{""days"":233}"
21,"Kathy Chase","2022-01-26 00:00:00","2021-06-07 00:00:00","{""days"":233}"
22,"Heather Leacock","2023-04-05 00:00:00","2022-08-15 00:00:00","{""days"":233}"
23,"John Gordon","2024-06-12 00:00:00","2023-10-23 00:00:00","{""days"":233}"
24,"Frank Ralston","2025-08-20 00:00:00","2024-12-30 00:00:00","{""days"":233}"
25,"Victor Stevens","2021-10-25 00:00:00","2021-03-06 00:00:00","{""days"":233}"
26,"Richard Cunningham","2023-01-02 00:00:00","2022-05-14 00:00:00","{""days"":233}"
27,"Patrick Gray","2024-03-11 00:00:00","2023-07-22 00:00:00","{""days"":233}"
28,"Julia Barnett","2025-05-19 00:00:00","2024-09-28 00:00:00","{""days"":233}"
31,"Martha Silk","2023-12-09 00:00:00","2023-04-20 00:00:00","{""days"":233}"
32,"Aaron Mitchell","2025-02-15 00:00:00","2024-06-27 00:00:00","{""days"":233}"
34,"João Fernandes","2022-06-30 00:00:00","2021-11-09 00:00:00","{""days"":233}"
35,"Madalena Sampaio","2023-09-07 00:00:00","2023-01-17 00:00:00","{""days"":233}"
36,"Hannah Schneider","2024-11-14 00:00:00","2024-03-26 00:00:00","{""days"":233}"
38,"Niklas Schröder","2022-03-29 00:00:00","2021-08-08 00:00:00","{""days"":233}"
39,"Camille Bernard","2023-06-06 00:00:00","2022-10-16 00:00:00","{""days"":233}"
40,"Dominique Lefebvre","2024-08-13 00:00:00","2023-12-24 00:00:00","{""days"":233}"
41,"Marc Dubois","2025-10-21 00:00:00","2025-03-02 00:00:00","{""days"":233}"
42,"Wyatt Girard","2021-12-26 00:00:00","2021-05-07 00:00:00","{""days"":233}"
43,"Isabelle Mercier","2023-03-05 00:00:00","2022-07-15 00:00:00","{""days"":233}"
44,"Terhi Hämäläinen","2024-05-12 00:00:00","2023-09-22 00:00:00","{""days"":233}"
45,"Ladislav Kovács","2025-07-20 00:00:00","2024-11-29 00:00:00","{""days"":233}"
46,"Hugh O'Reilly","2021-09-24 00:00:00","2021-02-03 00:00:00","{""days"":233}"
47,"Lucas Mancini","2022-12-02 00:00:00","2022-04-13 00:00:00","{""days"":233}"
48,"Johannes Van der Berg","2024-02-09 00:00:00","2023-06-21 00:00:00","{""days"":233}"
49,"Stanisław Wójcik","2025-04-18 00:00:00","2024-08-28 00:00:00","{""days"":233}"
51,"Joakim Johansson","2022-08-31 00:00:00","2022-01-10 00:00:00","{""days"":233}"
52,"Emma Jones","2023-11-08 00:00:00","2023-03-20 00:00:00","{""days"":233}"
53,"Phil Hughes","2025-01-15 00:00:00","2024-05-27 00:00:00","{""days"":233}"
55,"Mark Taylor","2022-05-30 00:00:00","2021-10-09 00:00:00","{""days"":233}"
56,"Diego Gutiérrez","2023-08-07 00:00:00","2022-12-17 00:00:00","{""days"":233}"
57,"Luis Rojas","2024-10-14 00:00:00","2024-02-24 00:00:00","{""days"":233}"
58,"Manoj Pareek","2025-12-22 00:00:00","2025-05-03 00:00:00","{""days"":233}"
59,"Puja Srivastava","2022-02-26 00:00:00","2021-07-08 00:00:00","{""days"":233}"
10,"Eduardo Martins","2023-05-21 00:00:00","2023-02-16 00:00:00","{""days"":94}"
26,"Richard Cunningham","2022-02-09 00:00:00","2021-11-07 00:00:00","{""days"":94}"
10,"Eduardo Martins","2023-02-16 00:00:00","2022-11-14 00:00:00","{""days"":94}"
37,"Fynn Zimmermann","2025-03-01 00:00:00","2024-11-27 00:00:00","{""days"":94}"
9,"Kara Nielsen","2022-03-13 00:00:00","2021-12-09 00:00:00","{""days"":94}"
52,"Emma Jones","2022-12-16 00:00:00","2022-09-13 00:00:00","{""days"":94}"
52,"Emma Jones","2023-03-20 00:00:00","2022-12-16 00:00:00","{""days"":94}"
21,"Kathy Chase","2021-06-07 00:00:00","2021-03-05 00:00:00","{""days"":94}"
9,"Kara Nielsen","2021-12-09 00:00:00","2021-09-06 00:00:00","{""days"":94}"
41,"Marc Dubois","2024-11-28 00:00:00","2024-08-26 00:00:00","{""days"":94}"
8,"Daan Peeters","2025-10-04 00:00:00","2025-07-02 00:00:00","{""days"":94}"
41,"Marc Dubois","2025-03-02 00:00:00","2024-11-28 00:00:00","{""days"":94}"
37,"Fynn Zimmermann","2025-06-03 00:00:00","2025-03-01 00:00:00","{""days"":94}"
7,"Astrid Gruber","2024-10-29 00:00:00","2024-07-27 00:00:00","{""days"":94}"
53,"Phil Hughes","2024-02-23 00:00:00","2023-11-21 00:00:00","{""days"":94}"
53,"Phil Hughes","2024-05-27 00:00:00","2024-02-23 00:00:00","{""days"":94}"
20,"Dan Miller","2025-04-02 00:00:00","2024-12-29 00:00:00","{""days"":94}"
7,"Astrid Gruber","2024-07-27 00:00:00","2024-04-24 00:00:00","{""days"":94}"
42,"Wyatt Girard","2021-05-07 00:00:00","2021-02-02 00:00:00","{""days"":94}"
57,"Luis Rojas","2023-11-22 00:00:00","2023-08-20 00:00:00","{""days"":94}"
20,"Dan Miller","2024-12-29 00:00:00","2024-09-26 00:00:00","{""days"":94}"
6,"Helena Holý","2023-08-22 00:00:00","2023-05-20 00:00:00","{""days"":94}"
54,"Steve Murray","2025-05-02 00:00:00","2025-01-28 00:00:00","{""days"":94}"
54,"Steve Murray","2025-08-04 00:00:00","2025-05-02 00:00:00","{""days"":94}"
6,"Helena Holý","2023-05-20 00:00:00","2023-02-15 00:00:00","{""days"":94}"
55,"Mark Taylor","2021-07-07 00:00:00","2021-04-04 00:00:00","{""days"":94}"
55,"Mark Taylor","2021-10-09 00:00:00","2021-07-07 00:00:00","{""days"":94}"
59,"Puja Srivastava","2021-07-08 00:00:00","2021-04-05 00:00:00","{""days"":94}"
25,"Victor Stevens","2025-12-05 00:00:00","2025-09-02 00:00:00","{""days"":94}"
38,"Niklas Schröder","2021-05-06 00:00:00","2021-02-01 00:00:00","{""days"":94}"
5,"František Wichterlová","2022-06-14 00:00:00","2022-03-12 00:00:00","{""days"":94}"
5,"František Wichterlová","2022-03-12 00:00:00","2021-12-08 00:00:00","{""days"":94}"
56,"Diego Gutiérrez","2022-09-14 00:00:00","2022-06-12 00:00:00","{""days"":94}"
56,"Diego Gutiérrez","2022-12-17 00:00:00","2022-09-14 00:00:00","{""days"":94}"
19,"Tim Goyer","2024-01-24 00:00:00","2023-10-22 00:00:00","{""days"":94}"
19,"Tim Goyer","2023-10-22 00:00:00","2023-07-20 00:00:00","{""days"":94}"
32,"Aaron Mitchell","2024-03-25 00:00:00","2023-12-22 00:00:00","{""days"":94}"
32,"Aaron Mitchell","2024-06-27 00:00:00","2024-03-25 00:00:00","{""days"":94}"
1,"Luís Gonçalves","2022-06-13 00:00:00","2022-03-11 00:00:00","{""days"":94}"
31,"Martha Silk","2023-04-20 00:00:00","2023-01-16 00:00:00","{""days"":94}"
31,"Martha Silk","2023-01-16 00:00:00","2022-10-14 00:00:00","{""days"":94}"
43,"Isabelle Mercier","2022-04-12 00:00:00","2022-01-08 00:00:00","{""days"":94}"
43,"Isabelle Mercier","2022-07-15 00:00:00","2022-04-12 00:00:00","{""days"":94}"
30,"Edward Francis","2022-02-10 00:00:00","2021-11-08 00:00:00","{""days"":94}"
33,"Ellie Sullivan","2025-06-02 00:00:00","2025-02-28 00:00:00","{""days"":94}"
33,"Ellie Sullivan","2025-09-04 00:00:00","2025-06-02 00:00:00","{""days"":94}"
30,"Edward Francis","2021-11-08 00:00:00","2021-08-06 00:00:00","{""days"":94}"
34,"João Fernandes","2021-08-07 00:00:00","2021-05-05 00:00:00","{""days"":94}"
34,"João Fernandes","2021-11-09 00:00:00","2021-08-07 00:00:00","{""days"":94}"
57,"Luis Rojas","2024-02-24 00:00:00","2023-11-22 00:00:00","{""days"":94}"
29,"Robert Brown","2025-12-06 00:00:00","2025-09-03 00:00:00","{""days"":94}"
38,"Niklas Schröder","2021-08-08 00:00:00","2021-05-06 00:00:00","{""days"":94}"
29,"Robert Brown","2025-09-03 00:00:00","2025-06-01 00:00:00","{""days"":94}"
3,"François Tremblay","2025-01-30 00:00:00","2024-10-28 00:00:00","{""days"":94}"
35,"Madalena Sampaio","2022-10-15 00:00:00","2022-07-13 00:00:00","{""days"":94}"
35,"Madalena Sampaio","2023-01-17 00:00:00","2022-10-15 00:00:00","{""days"":94}"
36,"Hannah Schneider","2023-12-23 00:00:00","2023-09-20 00:00:00","{""days"":94}"
28,"Julia Barnett","2024-09-28 00:00:00","2024-06-26 00:00:00","{""days"":94}"
18,"Michelle Brooks","2022-11-16 00:00:00","2022-08-14 00:00:00","{""days"":94}"
18,"Michelle Brooks","2022-08-14 00:00:00","2022-05-12 00:00:00","{""days"":94}"
44,"Terhi Hämäläinen","2023-06-20 00:00:00","2023-03-18 00:00:00","{""days"":94}"
44,"Terhi Hämäläinen","2023-09-22 00:00:00","2023-06-20 00:00:00","{""days"":94}"
1,"Luís Gonçalves","2022-09-15 00:00:00","2022-06-13 00:00:00","{""days"":94}"
36,"Hannah Schneider","2024-03-26 00:00:00","2023-12-23 00:00:00","{""days"":94}"
24,"Frank Ralston","2024-12-30 00:00:00","2024-09-27 00:00:00","{""days"":94}"
17,"Jack Smith","2021-09-08 00:00:00","2021-06-06 00:00:00","{""days"":94}"
24,"Frank Ralston","2024-09-27 00:00:00","2024-06-25 00:00:00","{""days"":94}"
17,"Jack Smith","2021-06-06 00:00:00","2021-03-04 00:00:00","{""days"":94}"
16,"Frank Harris","2025-07-04 00:00:00","2025-04-01 00:00:00","{""days"":94}"
45,"Ladislav Kovács","2024-08-27 00:00:00","2024-05-25 00:00:00","{""days"":94}"
45,"Ladislav Kovács","2024-11-29 00:00:00","2024-08-27 00:00:00","{""days"":94}"
2,"Leonie Köhler","2023-11-23 00:00:00","2023-08-21 00:00:00","{""days"":94}"
16,"Frank Harris","2025-04-01 00:00:00","2024-12-28 00:00:00","{""days"":94}"
39,"Camille Bernard","2022-07-14 00:00:00","2022-04-11 00:00:00","{""days"":94}"
39,"Camille Bernard","2022-10-16 00:00:00","2022-07-14 00:00:00","{""days"":94}"
4,"Bjørn Hansen","2021-04-06 00:00:00","2021-01-02 00:00:00","{""days"":94}"
15,"Jennifer Peterson","2024-04-26 00:00:00","2024-01-23 00:00:00","{""days"":94}"
15,"Jennifer Peterson","2024-01-23 00:00:00","2023-10-21 00:00:00","{""days"":94}"
46,"Hugh O'Reilly","2025-11-04 00:00:00","2025-08-02 00:00:00","{""days"":94}"
27,"Patrick Gray","2023-04-19 00:00:00","2023-01-15 00:00:00","{""days"":94}"
47,"Lucas Mancini","2022-01-09 00:00:00","2021-10-07 00:00:00","{""days"":94}"
47,"Lucas Mancini","2022-04-13 00:00:00","2022-01-09 00:00:00","{""days"":94}"
2,"Leonie Köhler","2023-08-21 00:00:00","2023-05-19 00:00:00","{""days"":94}"
28,"Julia Barnett","2024-06-26 00:00:00","2024-03-24 00:00:00","{""days"":94}"
23,"John Gordon","2023-10-23 00:00:00","2023-07-21 00:00:00","{""days"":94}"
14,"Mark Philips","2023-02-17 00:00:00","2022-11-15 00:00:00","{""days"":94}"
14,"Mark Philips","2022-11-15 00:00:00","2022-08-13 00:00:00","{""days"":94}"
23,"John Gordon","2023-07-21 00:00:00","2023-04-18 00:00:00","{""days"":94}"
48,"Johannes Van der Berg","2023-03-19 00:00:00","2022-12-15 00:00:00","{""days"":94}"
48,"Johannes Van der Berg","2023-06-21 00:00:00","2023-03-19 00:00:00","{""days"":94}"
27,"Patrick Gray","2023-07-22 00:00:00","2023-04-19 00:00:00","{""days"":94}"
13,"Fernanda Ramos","2021-12-10 00:00:00","2021-09-07 00:00:00","{""days"":94}"
26,"Richard Cunningham","2022-05-14 00:00:00","2022-02-09 00:00:00","{""days"":94}"
13,"Fernanda Ramos","2021-09-07 00:00:00","2021-06-05 00:00:00","{""days"":94}"
22,"Heather Leacock","2022-08-15 00:00:00","2022-05-13 00:00:00","{""days"":94}"
12,"Roberto Almeida","2025-10-05 00:00:00","2025-07-03 00:00:00","{""days"":94}"
12,"Roberto Almeida","2025-07-03 00:00:00","2025-03-31 00:00:00","{""days"":94}"
49,"Stanisław Wójcik","2024-05-26 00:00:00","2024-02-22 00:00:00","{""days"":94}"
49,"Stanisław Wójcik","2024-08-28 00:00:00","2024-05-26 00:00:00","{""days"":94}"
58,"Manoj Pareek","2025-01-29 00:00:00","2024-10-27 00:00:00","{""days"":94}"
40,"Dominique Lefebvre","2023-09-21 00:00:00","2023-06-19 00:00:00","{""days"":94}"
11,"Alexandre Rocha","2024-07-28 00:00:00","2024-04-25 00:00:00","{""days"":94}"
40,"Dominique Lefebvre","2023-12-24 00:00:00","2023-09-21 00:00:00","{""days"":94}"
11,"Alexandre Rocha","2024-04-25 00:00:00","2024-01-22 00:00:00","{""days"":94}"
3,"François Tremblay","2024-10-28 00:00:00","2024-07-26 00:00:00","{""days"":94}"
50,"Enrique Muñoz","2025-08-03 00:00:00","2025-05-01 00:00:00","{""days"":94}"
50,"Enrique Muñoz","2025-11-05 00:00:00","2025-08-03 00:00:00","{""days"":94}"
22,"Heather Leacock","2022-05-13 00:00:00","2022-02-08 00:00:00","{""days"":94}"
51,"Joakim Johansson","2021-10-08 00:00:00","2021-07-06 00:00:00","{""days"":94}"
51,"Joakim Johansson","2022-01-10 00:00:00","2021-10-08 00:00:00","{""days"":94}"
58,"Manoj Pareek","2025-05-03 00:00:00","2025-01-29 00:00:00","{""days"":94}"
47,"Lucas Mancini","2024-07-05 00:00:00","2024-05-25 00:00:00","{""days"":41}"
28,"Julia Barnett","2021-12-18 00:00:00","2021-11-07 00:00:00","{""days"":41}"
